text,group,pca_x,pca_y,umap_x,umap_y
"That's a great way to get more people to respond to your post. emoticonXRolleyes 
Apparently the fish in this pond are too smart to take the lure you're casting. :p 
Waxy",Dataset A,0.00045599788,-0.12767711,5.828437,7.734107
"Cost would certainly be an issue. If the adoptive parents were willing to take on that cost, that would be best. I wonder, though, how much demand there really is out there for adopted babies. As I understand the situation, currently there are far more parents looking to adopt than there are new babies up for adoption. However, if such an artificial womb would exist, then that may not be the case any longer. Would the mother then have to be responsible? Not that easy a case to ponder since that would be a case of performing abortion not purely out of a sense of a woman's right over her own body (since transfer would be an option) but out of purely financial, practical reasons.",Dataset A,-0.34627542,0.10833594,9.055031,8.381806
"But procreation is so much fun
Even better without protection
Only drags when your belly pouches
With wrist chained to little tikes",Dataset A,-0.050176125,-0.05435077,8.419706,8.845433
"oh yes we can. invoking god is not an explanation for ultimate origins, it's the papering over of the absence of an explanation by declaring further application of the question off limits. simply declaring that god's origin doesn't need explaining does not make that so.",Dataset A,-0.3666777,0.06397545,7.6278152,6.8742704
is that the best you can do simone? i think the games up for you old girl! i used to do volunteer work for the samaritans in england and we had a few callers like you. it sometimes takes a while to suss out a fantasist but you do eventually!,Dataset A,0.21791267,-0.16715568,2.1621165,7.4184732
"Thats funny, because these scrambled eggs sure don't taste like KFC to me.",Dataset A,0.008682154,0.020679884,0.63388276,5.263323
Contradict what? Thank you for acknowledging that I know what I'm talking about. I call it questioning. You call it wrangling because you've no coherent thoughts of your own.,Dataset A,-0.24763471,-0.15098023,6.084944,7.0491858
"This is the most asinine argument yet. The man was making six figures as a radio talk show host. Why would he leave that job to hit the road for 18 hour days away from family merely in the hopes of hawking a few extra books? He had an ESTABLISHED platform to sell boks viz a viz his radio show, his frequent substitutions on other programs, and his status as a darling of the Tea Party. The man could line up paid speaking engagements to hawk his book. Why would he trade that for unpaid speaking engagements to hawk his book?",Dataset A,-0.11849539,0.20161128,6.0937314,8.095495
"Simply put, gun control doesn't work. Why?   1. Criminals ignore the law, that's why they are criminals.   2. If a criminal is prohibited from legally purchasing a firearm and wish to acquire one, they either steal one or buy one from another criminal who has stolen one.   3. It is already illegal in the U.S. for any felon, mentally ill person, or anyone convicted of domestic violence to own or even touch a firearm, yet these individuals ignore the law and obtain firearms anyway.   4. All gun control does is make it that much more difficult for the average law abiding citizen to own a firearm.",Dataset A,-0.25061113,-0.020621724,7.124932,10.650974
Ahh Good old (and I mean OLD) Ronnie. This man doesn't know XXXX about foreign policy.,Dataset A,-0.15030232,0.076260775,5.7123876,9.248883
"Hey, Jack, in case it missed your expert scrutiny, I'm first normally responding to some pro-gay argument that's referenced in a great many of those posts. There's scores of you guys defending such iniquity at any given time. Just look at the last twenty posts and it's five or more of you pro-gay pundits vs. one or two respondents. Seems to me it your cause to promote and defend, just like we're seeing across America. Make you guys a deal: You shut up about it and it will greatly please me to never mention it. I don't suppose you will ever do that now, will you? LOL!",Dataset A,-0.29182595,-0.10950496,7.4750924,8.669462
"Your statement is a logical fallacy. It is not proof but simply illogical. The fallacy is called the fallacy of inconsistency. You argue from two contradictory premises. 1) God is all Powerful, 2) God can not do something.You state one as the conclusion of the other but that is just a funny way of stating two premises. The statement is illogical. Look up your favorite text on logical fallacies and you will see that I am right.",Dataset A,-0.34413823,0.00896579,7.479146,6.888745
"Good. You're finally catching on ;-)
Likes ""folly""?? It's practically one of his children.",Dataset A,-0.10535941,-0.029143848,6.092107,6.8927183
I've got to concentrate...concentrate...concentrate. I've got to concentrate...concentrate...concentrate...Hello?.. .Hello?...Hello? Echo...Echo...Echo...Pinch hitting for Pedro Colon...Manny Mota...Mota...Mota...,Dataset A,0.25623783,0.064037085,1.3933996,7.0554147
"and a lot of cosmetic surgery. you know, i'm surprised not more comparisons are done with vet care. i had my cat sliced open and a bunch of samples taken and a billion tests and 3-4 nights in the special vet hospital at a vet school. it cost me a fortune! something like $650 bucks. the same procedure which is done in humans (for cancer) costs over $100,000 from what i found out. now you'd expect it to be a lot more but really that much more?",Dataset A,-0.07681715,0.02835769,6.3721313,9.498042
"btw, i'm 17... well, 18... (almost yay!)
 
 bullsh*t. you do get critized for tlaking about god... any other god other than the christian god that is.",Dataset A,-0.1290017,-0.20616198,7.297566,7.2726994
"orion's follies: some other goodies from that site... never linked to those specific articles.  but before orion gets too self-righteous, let's look at some ot the topics he considered 'funny' in a link he gave over at the usat creation / evolution forum: christian crimes - pastor molests widow's boys - pastor molests adopted daughters - priest molests altar boys - late for church - christian racist kidnapper - music pastor molests - bush's faith-based failure - pastor molest, guns, drugs - $400,000 missing - priest molests - church youth coach molests - bush suppresses student prayer - sen byrd's 'white ('n' word)'  is this funny? it's apparently real funny to orion. his link also had a pornographic sub-link on the virgin mary, describing her in graphic, profane language.  orion - christ-deniers like you and brummer need a lot of help.",Dataset A,-0.16740388,-0.07421627,6.4930506,7.560092
