example_id,family_id,role,interp_index,text,label
train-00093-interp2,train-00093,interpretation,2,roberts didn't find hatcher or bae in the bullpen,not_sarcastic
train-00094-orig,train-00094,original,0,goodbye for those ' real ' fans,sarcastic
train-00094-interp1,train-00094,interpretation,1,goodbye for those ' fake ' fans,not_sarcastic
train-00094-interp2,train-00094,interpretation,2,bad wishes for those bogus fans,not_sarcastic
train-00095-orig,train-00095,original,0,just living the fucking life,sarcastic
train-00095-interp1,train-00095,interpretation,1,just living the fucking dream,not_sarcastic
train-00095-interp2,train-00095,interpretation,2,i detest this the fucking dream,not_sarcastic
train-00096-orig,train-00096,original,0,wuntil my friends are bored and blowing my phone up begging to hangout,sarcastic
train-00096-interp1,train-00096,interpretation,1,waiting anxiously to see my friends get bored and blowing my phone up begging to hangout,not_sarcastic
train-00096-interp2,train-00096,interpretation,2,better wait until my friends are bored and blowing my phone up begging to hangout,not_sarcastic
train-00097-orig,train-00097,original,0,just spent 60 on 3 things thanx kohl's,sarcastic
train-00097-interp1,train-00097,interpretation,1,just spent 60 on 3 things thanx kohl's,not_sarcastic
train-00097-interp2,train-00097,interpretation,2,just spent 60 on 3 things damn kohl,not_sarcastic
train-00098-orig,train-00098,original,0,so glad brandon moss was aggressive on a 3 2 pitch down the middle great to see him get a good cut on it,sarcastic
train-00098-interp1,train-00098,interpretation,1,so glad brandon moss was aggressive on a 3 2 pitch down the middle great to see him get a bad cut on it,not_sarcastic
train-00098-interp2,train-00098,interpretation,2,so sad brandon moss was not aggressive on a 3 2 pitch down the middle sad to see him get a bad cut on it,not_sarcastic
train-00099-orig,train-00099,original,0,it's so nice when nothing goes right,sarcastic
train-00099-interp1,train-00099,interpretation,1,not so nice when nothing goes right,not_sarcastic
train-00099-interp2,train-00099,interpretation,2,t's so annoying when nothing goes right,not_sarcastic
train-00100-orig,train-00100,original,0,excited for tonight,sarcastic
train-00100-interp1,train-00100,interpretation,1,not happy for tonight,not_sarcastic
train-00100-interp2,train-00100,interpretation,2,unmoved for tonight,not_sarcastic
train-00101-orig,train-00101,original,0,because a sude deniz relationship is what kiralik ask was missing,sarcastic
train-00101-interp1,train-00101,interpretation,1,because a sude deniz relationship is what kiralik ask was missing,not_sarcastic
train-00101-interp2,train-00101,interpretation,2,because a sude deniz relationship is what kiralik didn't ask was missing,not_sarcastic
train-00102-orig,train-00102,original,0,i feel so sorry for the innocent bush family who've never done anything negative in their political campaigns,sarcastic
train-00102-interp1,train-00102,interpretation,1,i feel so sorry for the innocent bush family who've never done anything positive in their political campaigns,not_sarcastic
train-00102-interp2,train-00102,interpretation,2,i don't feel sorry for the guiltiy bush family since they've done everything negative in their political campaigns,not_sarcastic
train-00103-orig,train-00103,original,0,battlefield 1 might be good but it's clearly not the authentic ww1 game many myself included were hoping for shocking,sarcastic
train-00103-interp1,train-00103,interpretation,1,battlefield 1 might be good but it's clearly not the authentic ww1 game many myself included were hoping for shocking,not_sarcastic
train-00103-interp2,train-00103,interpretation,2,battlefield 1 is not good it's clearly not the authentic ww1 game many myself included were hoping for shocking,not_sarcastic
train-00104-orig,train-00104,original,0,let's see what kinguvdawhirled tweeted about the election pinpointing the exact moment the media gave up,sarcastic
train-00104-interp1,train-00104,interpretation,1,let's see what kinguvdawhirled tweeted about the election not focusing on the exact moment the media gave up,not_sarcastic
train-00104-interp2,train-00104,interpretation,2,kinguvdawhirled tweeted about the election as if there were no media,not_sarcastic
train-00105-orig,train-00105,original,0,shit sunday is mother's day i forgot am i the only one ? i'm a bad daughter maybe mom is right i do treat her like shit,sarcastic
train-00105-interp1,train-00105,interpretation,1,shit sunday is mother's day i forgot am i the only one ? i'm a bad daughter maybe mom is right i do treat her like shit,not_sarcastic
train-00105-interp2,train-00105,interpretation,2,sunday is mother's day i won't forget i'm a good daughter i treat my mom well,not_sarcastic
train-00106-orig,train-00106,original,0,why is it sooooooo easy for me to be sarcastic i have to bite my tongue from not saying harmful words,sarcastic
train-00106-interp1,train-00106,interpretation,1,why is it sooooooo easy for me to be sarcastic i have to watch what i say so that i don't say harmful words,not_sarcastic
train-00106-interp2,train-00106,interpretation,2,why is it sooooooo easy for me to be sarcastic i have to bite my tongue from not saying harmful words,not_sarcastic
train-00107-orig,train-00107,original,0,good job mo just what we need people carrying guns on college campuses that will make everyone safer,sarcastic
train-00107-interp1,train-00107,interpretation,1,this is on call for mo not what we need people carrying guns on college campuses that will make everyone scared,not_sarcastic
train-00107-interp2,train-00107,interpretation,2,bad job mo we don't need people carrying guns on college campuses that will make everyone unsafe,not_sarcastic
train-00108-orig,train-00108,original,0,and now it's raining again nice,sarcastic
train-00108-interp1,train-00108,interpretation,1,and now it's raining again shit,not_sarcastic
train-00108-interp2,train-00108,interpretation,2,and now it's raining again dull,not_sarcastic
train-00109-orig,train-00109,original,0,made doubly fun by the fact i had to drag my kids with me nothing more fun than sitting in a waiting room with squirrely kids,sarcastic
train-00109-interp1,train-00109,interpretation,1,made doubly worse by the fact i had to drag my kids with me nothing more boring than sitting in a waiting room with squirrely kids,not_sarcastic
train-00109-interp2,train-00109,interpretation,2,made doubly irritated by the fact i had to drag my kids with me nothing more irritating than sitting in a waiting room with squirrely kids,not_sarcastic
train-00110-orig,train-00110,original,0,awesome day,sarcastic
train-00110-interp1,train-00110,interpretation,1,bad day,not_sarcastic
train-00110-interp2,train-00110,interpretation,2,ugly day,not_sarcastic
train-00111-orig,train-00111,original,0,i hope it isn't i really hope it isn't but sure whatever nice to see there are still hate groups in this world,sarcastic
train-00111-interp1,train-00111,interpretation,1,i hope it isn't i really hope it isn't but sure whatever hate to see there are still hate groups in this world,not_sarcastic
train-00111-interp2,train-00111,interpretation,2,i hope it isn't i really hope it isn't bad to see there are still hate groups in this world,not_sarcastic
train-00112-orig,train-00112,original,0,i swear i have the best of luck,sarcastic
train-00112-interp1,train-00112,interpretation,1,i swear i have the worst of luck,not_sarcastic
train-00112-interp2,train-00112,interpretation,2,i swear i have the worst of luck,not_sarcastic
train-00113-orig,train-00113,original,0,don't you hate it when you're really impressed with your own witty comment and no one else seems to get it ?,sarcastic
train-00113-interp1,train-00113,interpretation,1,do you love it when you're really impressed with your own witty comment and no one else seems to get it ?,not_sarcastic
train-00113-interp2,train-00113,interpretation,2,your comments are not witty and impressives since no one else seems to get it ?,not_sarcastic
train-00114-orig,train-00114,original,0,today's workout carrying a suitcase up and down the subway stairs yea core muscles,sarcastic
train-00114-interp1,train-00114,interpretation,1,today's workout carrying a suitcase up and down the subway stairs yea core muscles,not_sarcastic
train-00114-interp2,train-00114,interpretation,2,today's workout carrying a suitcase up and down the subway stairs oh no massive muscles,not_sarcastic
train-00115-orig,train-00115,original,0,i bet italy will have a simple staging too but of course it's still a winner france will never win that's obvious,sarcastic
train-00115-interp1,train-00115,interpretation,1,i bet italy will have a simple staging too but of course it's still a winner france will surely win that's obvious,not_sarcastic
train-00115-interp2,train-00115,interpretation,2,i bet italy will have a great staging too but of course it's still a loser france will win that's obvious,not_sarcastic
train-00116-orig,train-00116,original,0,every time when i loose weight i find it in refrigerator,sarcastic
train-00116-interp1,train-00116,interpretation,1,every time when i loose weight i gain it double,not_sarcastic
train-00116-interp2,train-00116,interpretation,2,every time when i gain weight i find it in refrigerator,not_sarcastic
train-00117-orig,train-00117,original,0,charles manyuchi beats dmitry mikhaylenko that s gotta qualify him for an hbo cofeature right ?,sarcastic
