family_id,interp_rank,interpretation_text,original_text,n_models_flagged_sarcastic,which_models_flagged,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00227,1,much rage little brains many buthurts sigh,much rage little brains many buthurts sigh,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,42,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00227,2,much rage little brains many buthurts sigh,much rage little brains many buthurts sigh,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,42,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00227,3,much rage little brains many buthurts sigh,much rage little brains many buthurts sigh,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,42,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00227,4,much rage little brains many buthurts sigh,much rage little brains many buthurts sigh,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,42,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00227,5,much rage little brains many buthurts sigh,much rage little brains many buthurts sigh,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,42,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00050,7,cleaning the bathroom sucks,cleaning the bathroom what joy i feel,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,27,False,False,False,0.0,-0.3612,flat_delivery_candidate;short_ambiguous_candidate,
test-00050,2,cleaning the bathroom sucks,cleaning the bathroom what joy i feel,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,27,False,False,False,0.0,-0.3612,flat_delivery_candidate;short_ambiguous_candidate,
test-00230,2,is like the electricity half of india still doesn't get it,is like the electricity half of india still doesn't get it,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,11,58,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00049,5,cleaning with 1 yr old is so boring,cleaning with a 1 yr old is so fun,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,35,False,False,False,0.0,-0.4572,flat_delivery_candidate,
test-00064,3,can wait for entire life to see my dad's cousin that uninvited herself to my party tomorrow,can't wait to see my dad's cousin that invited herself to my party tomorrow,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,91,False,False,False,0.0,0.4019,flat_delivery_candidate;positive_surface_wording_candidate,
test-00065,1,now everyone will try to rip off people over muhammad ali signed stuff please honour his legacy w respect,can't wait to see everyone trying to rip off people over muhammad ali signed stuff please honour his legacy w respect,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,105,False,False,False,0.0,0.8442,flat_delivery_candidate;positive_surface_wording_candidate,
test-00076,3,do not call me when you need me okay ?,call me when you need me okay ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,38,True,False,False,0.0,0.2263,rhetorical_question_candidate,
test-00070,9,i wish i had a rich dad,can't wait for father's day to honor all fathers who really took spare the rod spoil the child to heart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,23,False,False,False,0.0,0.743,flat_delivery_candidate;positive_surface_wording_candidate,
test-00076,1,don t call me when you need me,call me when you need me okay ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,30,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00075,5,calls getting ignored lol don't that mean you doing some good,calls getting ignored lol don't that mean you doing some good,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,11,61,False,False,False,0.0,0.5267,flat_delivery_candidate;positive_surface_wording_candidate,
test-00075,3,calls not getting ignored lol do that mean you doing some bad,calls getting ignored lol don't that mean you doing some good,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,61,False,False,False,0.0,-0.5954,flat_delivery_candidate,
test-00075,1,if your calls are ignored you are not doing well,calls getting ignored lol don't that mean you doing some good,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,48,False,False,False,0.0,-0.4791,flat_delivery_candidate,
test-00074,3,can this week get any worst ?,can this week get any better ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,29,True,False,False,0.0,-0.6249,rhetorical_question_candidate,
test-00073,4,racists make everything worse,can we send the racists to africa amp they have help make africa great again lt for realz,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,29,False,False,False,0.0,-0.765,flat_delivery_candidate;short_ambiguous_candidate,
test-00073,3,can t we send the racists to africa amp they have not help make africa great again lt for realz,can we send the racists to africa amp they have help make africa great again lt for realz,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,20,95,False,False,False,0.0,-0.1675,flat_delivery_candidate,
test-00209,1,boo 135 hours of work tonight,135 hours of work tonight yay,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,29,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00072,3,can you imagine if lebron had no help ?,can you imagine if lebron had help ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,39,True,False,False,0.0,0.128,rhetorical_question_candidate,
test-00209,2,135 hours of work tonight bummer,135 hours of work tonight yay,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,32,False,False,False,0.0,-0.3818,flat_delivery_candidate;short_ambiguous_candidate,
test-00209,3,135 hours of work tonight bummer,135 hours of work tonight yay,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,32,False,False,False,0.0,-0.3818,flat_delivery_candidate;short_ambiguous_candidate,
test-00071,5,stop singing you are driving me crazy,can you please refrain from singing ? this is a work place not a singing competition,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,37,False,False,False,0.0,-0.5574,flat_delivery_candidate,
test-00071,3,can you please persist from singing ? this is not a work place a singing competition,can you please refrain from singing ? this is a work place not a singing competition,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,84,True,False,False,0.0,0.3182,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00210,1,1 hit yankee wins suck,1 hit yankee wins are the best wins,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,22,False,False,False,0.0,0.2023,flat_delivery_candidate;short_ambiguous_candidate,
test-00211,1,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,118,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00215,5,awake cause it sounds like there's a fucking demon in my house totally planned on dying before ben goes out to dinner tonight,awake cause it sounds like there's a fucking demon in my house totally planned on dying before ben goes out to dinner tonight,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,23,125,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00211,2,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,118,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00211,3,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,118,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00211,4,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,118,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00211,5,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,spx if you guys want to fend off a new ath then you better bet the farm and your kid's college funds on stopping 21165,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,118,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00067,3,not excited to go into work so all my coworkers can t talk shit to me about game 7,can't wait to go into work so all my coworkers can talk shit to me about game 7,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,82,False,False,False,0.0,-0.6844,flat_delivery_candidate,
test-00213,1,sometimes it just feels like only in movies that your crush will fall in love with you too,sometimes it just feels like only in movies that your crush will fall in love with you too,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,90,False,False,False,0.0,0.7269,flat_delivery_candidate;positive_surface_wording_candidate,
test-00066,3,not excited to hear yinzers talk about crosby amp malkin fragrancing for the next two days,can't wait to hear yinzers talk about crosby amp malkin stinking for the next two days,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,90,False,False,False,0.0,-0.2584,flat_delivery_candidate,
test-00213,2,sometimes it just feels like only in movies that your crush will fall in love with you too,sometimes it just feels like only in movies that your crush will fall in love with you too,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,90,False,False,False,0.0,0.7269,flat_delivery_candidate;positive_surface_wording_candidate,
test-00066,1,i don't want to hear yinzers talk about crosby amp malkin stinking for the next two days,can't wait to hear yinzers talk about crosby amp malkin stinking for the next two days,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,88,False,False,False,0.0,-0.5606,flat_delivery_candidate,
test-00213,3,sometimes it just doesn t feel like only in movies that your crush won't fall in love with you too,sometimes it just feels like only in movies that your crush will fall in love with you too,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,20,98,False,False,False,0.0,-0.3544,flat_delivery_candidate,
test-00215,1,awake cause it sounds like there's a fucking demon in my house totally didn't plan on dying before ben goes out to dinner tonight,awake cause it sounds like there's a fucking demon in my house totally planned on dying before ben goes out to dinner tonight,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,24,129,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00065,6,now everyone will try to rip off people over muhammad ali signed stuff please honour his legacy w respect,can't wait to see everyone trying to rip off people over muhammad ali signed stuff please honour his legacy w respect,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,105,False,False,False,0.0,0.8442,flat_delivery_candidate;positive_surface_wording_candidate,
test-00215,2,awake cause it sounds like there's a fucking demon in my house i'm scared don't want to die before ben goes out to dinner tonight,awake cause it sounds like there's a fucking demon in my house totally planned on dying before ben goes out to dinner tonight,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,129,False,False,False,0.0,0.3662,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00215,3,asleep cause it sounds like there's a fucking demon in my house totally unplanned on dying before ben goes out to dinner tonight,awake cause it sounds like there's a fucking demon in my house totally planned on dying before ben goes out to dinner tonight,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,23,128,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00195,4,645 worst time to wake up on a saturday,645 my favourite time to wake up on a saturday,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,39,False,False,False,0.0,-0.6249,flat_delivery_candidate,
test-00097,3,bless elizabeth proctor she's honestly an annoying woman ha,bless elizabeth proctor she's honestly a great woman ha,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,59,False,False,False,0.0,0.6705,flat_delivery_candidate;positive_surface_wording_candidate,
test-00097,4,bless elizabeth proctor she's honestly a terrible woman ha,bless elizabeth proctor she's honestly a great woman ha,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,58,False,False,False,0.0,0.6249,flat_delivery_candidate;positive_surface_wording_candidate,
test-00173,2,banning guns wouldn't have prevented a crazy person,ah yes no way this psycho would have committed this crime if guns were illegal banning guns definitely would've prevented this,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,51,False,False,False,0.0,0.2411,flat_delivery_candidate,
test-00144,5,we really need to get the guns banned,another shooting ? yeah we totally need to make guns easier for people to get,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,37,False,False,False,0.0,-0.4588,flat_delivery_candidate,
test-00143,3,another summer weekend that's not a blast,another summer weekend that's a blast,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,41,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00143,2,another summer weekend that's going to be boring,another summer weekend that's a blast,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,48,False,False,False,0.0,-0.3182,flat_delivery_candidate,
test-00142,5,anyway y'all carry on back to roots cause that's making me feel even worse,anyway y'all carry on back to roots cause that's making me feel even better,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,14,74,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00169,4,the real world blows,ain't it fun ? living in the real world ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,20,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
